% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 13 2025, 11:08
% Dimension:          1
% Nodes:              933
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(acpr2.p_t)
0.04576055730481565       -2.627617501185172
0.0458733372177591        -2.6236333495621627
0.04627644204409531       -2.6096485794793924
0.046698611213110475      -2.592724852598964
0.04678837726299967       -2.5892001393873043
0.04687408965179363       -2.585372184825578
0.04730031248190392       -2.5667741978437038
0.04774669299200185       -2.54488845970081
0.047812247700808164      -2.5417282420581753
0.04787859189890764       -2.5381183735868555
0.04835918577560605       -2.5124303943591766
0.0488708099432017        -2.481947952794216
0.04890612385040405       -2.479871144714275
0.0489392959494539        -2.4777169757513686
0.049453061925202046      -2.4448470208369075
0.04999999999999993       -2.4065024400066477
0                         0.8121548432116052
3.104926207917469E-4      0.7747253701912429
5.721957384485776E-4      0.7426349535497767
6.209852415837158E-4      0.7366877530974781
6.788706073799222E-4      0.7295118280026863
9.314778623756848E-4      0.6983645883629368
0.0011443914768973773     0.6716703713858954
0.0012397033317230743     0.6597385868477278
0.001398900397074243      0.6396748022836833
0.0015823002580578338     0.6165708767950159
0.0017365461451835928     0.5972012290159696
0.0019121346814074958     0.5750986662710007
0.002120911159884775      0.5489018619011682
0.0022419691047569357     0.5336539198831908
0.0023437831955653854     0.520870502730489
0.0025718035281065976     0.4921725341155203
0.002842948693114522      0.4585315193750816
0.0028844728272650055     0.453380796083806
0.0029913195391630953     0.4403320482390099
0.0031971421264233024     0.41509630362546956
0.0032771315296790116     0.405442110383023
0.003539441640248109      0.3737914435993632
0.003651259221345793      0.3605018044487027
0.0038919272648249015     0.3319754635787089
0.0040612456815014575     0.312263718294
0.004196791385315923      0.29648881577654074
0.004440173605210207      0.2687484978564254
0.004501655505806945      0.2617065033583868
0.004535896328706213      0.2578668949208077
0.004806519626298078      0.22753059377796436
0.005010546975910746      0.20514968924221513
0.005085370015019963      0.1969057451429222
0.005203370552677944      0.18423619179684986
0.005429277037210745      0.1598178098535469
0.00557188227063854       0.1448737083113192
0.005762857966243207      0.12469501462590094
0.006065389977083613      0.09372666052418771
0.006096438895275669      0.09052094790606663
0.006116038767477683      0.0885619407624977
0.006430019824308131      0.056907139312441
0.006627669910681977      0.037552195613225745
0.006699762335997228      0.030407455177618406
0.0067982146239056185     0.020906038054668532
0.006969504847686436      0.004192087839683822
0.0070949333971647155     -0.0077210328420616965
0.00729556581530133       -0.02679960379848017
0.007466544142547438      -0.04282493237896633
0.007670575215399267      -0.061799740603914854
0.0077822498343610436     -0.07207491247333203
0.007949405114287433      -0.08734261558721046
0.00802989018217859       -0.09464501157882887
0.008228235013175378      -0.11250762076622199
0.008277530529996246      -0.11691709166446455
0.008480442100639918      -0.13487219140404721
0.008620840981557798      -0.1473374492793283
0.008680760661883724      -0.15258529567848741
0.00896415143311935       -0.1773346359203618
0.009170589749318059      -0.19511509812250763
0.009284378590138753      -0.20492324483126204
0.00937248505506183       -0.2123855662527206
0.009569790213339147      -0.22923537628419352
0.009747505007917212      -0.24415006755517565
0.009978644970604522      -0.2634772513136628
0.01020362945299147       -0.2821297750606872
0.010387499727869787      -0.29731704620356114
0.010659753898065949      -0.3196110622628777
0.010796354485135162      -0.3307547609538887
0.011115878343140095      -0.35659392916174726
0.01123468745718681       -0.3661888266757553
0.01144568530538781       -0.38307424047427996
0.011589316129378968      -0.3945879541450139
0.011683091634171583      -0.4020530770040419
0.011998556349543166      -0.42716334606638906
0.01235952177333055       -0.45569483751127704
0.012407796569707252      -0.45951016668005956
0.012481736441285918      -0.46531282181940936
0.012817036789871561      -0.49160152980612265
0.013091491090926222      -0.5130604192164779
0.013157691325100807      -0.5182337573538539
0.013497268288052866      -0.5447495785492289
0.013498345860330052      -0.544833676829322
0.013503982606012044      -0.5452732429522036
0.013839000395559298      -0.5713881760650917
0.013903045485179621      -0.5763765791900446
0.014215557422163738      -0.600715607632434
0.014401703230917828      -0.6152262479172139
0.014520947339183521      -0.624484892296498
0.014807211436274503      -0.6468442533257497
0.014826337256203193      -0.6483322197759703
0.014884676573204803      -0.6528979615071137
0.015148754940828346      -0.6734918700100672
